Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Fixed modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_01_04	R2M_GFPA_P_F_A_40_01	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6736	42673	0	48078	37268	0	10810	11779	11536	0	243	24.5	30.95	NaN	2.25	6228	774292	32491	4.2	5887	18.12	89166	25915	25432	29.06	34.3	7286	28.11	+	0.3996	0.56314	0.25709	0.39238	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_02_01	R2M_GFPA_P_F_A_40_02	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6312	44388	0	46985	41791	0	5194	25639	25268	0	371	54.57	60.46	NaN	7.14	16609	968993	36270	3.74	6082	16.77	129331	31947	31491	24.7	27.92	7563	23.67	+	0.39953	0.59631	0.25674	0.39625	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_02_02	R2M_GFPA_P_F_A_40_02	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6644	42835	0	45390	40280	0	5110	19433	19164	0	269	42.81	47.58	NaN	5.26	11432	948701	34255	3.61	6115	17.85	119453	30011	29589	25.12	28.69	7472	24.9	+	0.39541	0.5756	0.25405	0.38679	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_02_03	R2M_GFPA_P_F_A_40_02	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6518	43637	0	46856	40418	0	6438	19982	19650	0	332	42.65	48.62	NaN	5.16	10087	847745	34234	4.04	6175	18.04	106994	29094	28670	27.19	31.19	7624	26.2	+	0.4293	0.62104	0.28142	0.43043	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_02_04	R2M_GFPA_P_F_A_40_02	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6669	42918	0	47508	38328	0	9180	14448	14166	0	282	30.41	36.96	NaN	3.07	7505	805072	33190	4.12	5989	18.04	94700	27138	26616	28.66	33.7	7362	27.13	+	0.40962	0.58114	0.26438	0.40312	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_03_01	R2M_GFPA_P_F_A_40_03	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6351	44169	0	46390	41948	0	4442	27107	26767	0	340	58.43	63.81	NaN	7.65	17377	986279	36483	3.7	5931	16.26	130906	32383	32002	24.74	27.89	7414	22.89	+	0.39669	0.59153	0.25621	0.39509	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_03_02	R2M_GFPA_P_F_A_40_03	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6459	43726	0	46441	41011	0	5430	23750	23408	0	342	51.14	57.08	NaN	6.3	13397	930253	35320	3.8	5940	16.82	117886	30737	30376	26.07	29.69	7415	24.12	+	0.4082	0.59181	0.26378	0.40034	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_03_03	R2M_GFPA_P_F_A_40_03	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6687	42775	0	46147	39403	0	6744	18790	18543	0	247	40.72	47.06	NaN	3.66	9694	813269	34008	4.18	5876	17.28	103151	28832	28439	27.95	32.22	7334	25.44	+	0.40711	0.5849	0.26488	0.40228	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_03_04	R2M_GFPA_P_F_A_40_03	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6671	42997	0	48259	37735	0	10524	13162	12898	0	264	27.27	34.18	NaN	2.51	6804	823137	32772	3.98	6078	18.55	96461	26418	25760	27.39	31.96	7233	27.38	+	0.41903	0.58566	0.2652	0.39346	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_01_01	R2M_GFPA_P_F_T_40_01	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6164	45052	0	47389	42715	0	4674	26569	26208	0	361	56.07	61.36	NaN	7.72	16142	946880	37549	3.97	5651	15.05	135976	33639	33291	24.74	27.25	7069	21.01	+	0.40677	0.59432	0.26648	0.40688	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_01_02	R2M_GFPA_P_F_T_40_01	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6110	45855	0	48442	43268	0	5174	31421	30886	0	535	64.86	71.38	NaN	10.34	16692	912637	37505	4.11	5823	15.53	132758	33155	32757	24.97	27.27	7240	21.84	+	0.42856	0.62093	0.28263	0.42852	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_01_03	R2M_GFPA_P_F_T_40_01	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6095	46034	0	48892	43176	0	5716	29595	28955	0	640	60.53	67.06	NaN	11.2	13865	896000	36994	4.13	6052	16.36	124418	32335	31926	25.99	28.86	7585	23.46	+	0.4414	0.6332	0.29716	0.45073	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_01_04	R2M_GFPA_P_F_T_40_01	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6128	45666	0	48756	42576	0	6180	24660	24281	0	379	50.58	57.03	NaN	6.13	11464	895818	37027	4.13	5955	16.08	119405	32279	31803	27.03	30	7385	22.88	+	0.42147	0.60045	0.27998	0.4262	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_02_01	R2M_GFPA_P_F_T_40_02	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6376	44476	0	46517	42435	0	4082	25240	24873	0	367	54.26	58.61	NaN	8.99	15572	947992	37340	3.94	5559	14.89	137589	33529	33210	24.37	27.13	6995	20.86	+	0.39558	0.57993	0.25627	0.39353	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_02_02	R2M_GFPA_P_F_T_40_02	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6061	46263	0	48581	43945	0	4636	32068	31498	0	570	66.01	71.68	NaN	12.3	16735	998887	38037	3.81	5948	15.64	143323	33793	33332	23.58	26.12	7322	21.67	+	0.44178	0.63586	0.29561	0.44585	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_02_03	R2M_GFPA_P_F_T_40_02	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		7296	39899	0	42250	37548	0	4702	16595	16378	0	217	39.28	43.62	NaN	4.62	8843	872019	32271	3.7	5255	16.28	117932	28372	28049	24.06	26.43	6484	22.85	+	0.40414	0.58416	0.2693	0.42154	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_02_04	R2M_GFPA_P_F_T_40_02	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6222	45319	0	47950	42688	0	5262	26213	25780	0	433	54.67	60.39	NaN	8.23	12239	881548	36602	4.15	6193	16.92	121827	32108	31612	26.36	29.79	7683	23.93	+	0.42147	0.60412	0.27907	0.42503	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_03_01	R2M_GFPA_P_F_T_40_03	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6156	45544	0	47584	43504	0	4080	31893	31360	0	533	67.02	72.09	NaN	13.06	18663	1028493	37894	3.68	5878	15.51	148800	34217	33802	23	25.32	7295	21.32	+	0.42728	0.62141	0.28351	0.43124	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_03_02	R2M_GFPA_P_F_T_40_03	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6110	45970	0	48385	43555	0	4830	32471	31862	0	609	67.11	73.15	NaN	12.61	16920	984111	37539	3.81	5895	15.7	140406	33318	32962	23.73	26.17	7227	21.69	+	0.43308	0.62087	0.28793	0.43455	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_03_03	R2M_GFPA_P_F_T_40_03	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6154	45740	0	48759	42721	0	6038	29166	28509	0	657	59.82	66.73	NaN	10.88	13899	838259	36868	4.4	5863	15.9	121215	31946	31579	26.35	29.19	7397	23.15	+	0.44572	0.63962	0.29829	0.45407	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_T_40_03_04	R2M_GFPA_P_F_T_40_03	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6201	45414	0	48111	42717	0	5394	25964	25577	0	387	53.97	59.88	NaN	7.17	11773	872331	36699	4.21	6164	16.8	119843	32074	31594	26.76	30.2	7743	24.14	+	0.41521	0.59446	0.27589	0.41964	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_A_40_01_01	R2M_GFPA_Ph_C_A_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		8226	18041	0	19330	16752	0	2578	5147	5102	0	45	26.63	30.46	NaN	1.75	2462	756862	14505	1.92	2327	16.04	65636	11973	11773	18.24	23.34	3148	26.29	+	0.33	0.47128	0.27986	0.42857	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_A_40_01_02	R2M_GFPA_Ph_C_A_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		8541	17385	0	18894	15876	0	3018	4199	4142	0	57	22.22	26.09	NaN	1.89	2096	761931	13637	1.79	2362	17.32	59648	11123	10896	18.65	26.34	3120	28.05	+	0.29829	0.44019	0.23474	0.37148	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_A_40_02_01	R2M_GFPA_Ph_C_A_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		6536	22757	0	24549	20965	0	3584	7107	7003	0	104	28.95	33.4	NaN	2.9	3333	718787	18288	2.54	2972	16.25	69524	14942	14661	21.49	26.68	3987	26.68	+	0.3354	0.48252	0.27057	0.41764	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_A_40_02_02	R2M_GFPA_Ph_C_A_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		13377	3862	0	4409	3315	0	1094	696	682	0	14	15.79	20.57	NaN	1.28	447	756639	2932	0.39	483	16.47	33505	2498	2393	7.46	18.82	519	20.78	+	0.26403	0.39002	0.16668	0.27053	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_A_40_03_01	R2M_GFPA_Ph_C_A_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		9515	14750	0	16089	13411	0	2678	4009	3947	0	62	24.92	29.43	NaN	2.32	1891	802160	11258	1.4	2107	18.72	54962	9065	8893	16.49	22.85	2684	29.61	+	0.29004	0.42913	0.23543	0.37791	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_A_40_03_02	R2M_GFPA_Ph_C_A_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		13306	3861	0	4193	3529	0	664	550	541	0	9	13.12	15.33	NaN	1.36	387	614768	3091	0.5	478	15.46	31305	2739	2619	8.75	17.98	543	19.82	+	0.27564	0.39398	0.19126	0.30115	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_T_40_01_01	R2M_GFPA_Ph_C_T_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5145	26475	0	29680	23270	0	6410	13462	13201	0	261	45.36	56.73	NaN	4.07	5356	767795	18058	2.35	4615	25.56	89508	14386	13126	16.07	16.75	4805	33.4	+	0.3706	0.52511	0.30681	0.4609	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_T_40_01_02	R2M_GFPA_Ph_C_T_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5319	25854	0	27693	24015	0	3678	13622	13459	0	163	49.19	56.04	NaN	4.43	5669	808530	18160	2.25	4400	24.23	91291	14923	14254	16.35	17.47	4925	33	+	0.38118	0.54022	0.31572	0.47673	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_T_40_02_01	R2M_GFPA_Ph_C_T_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5189	26302	0	29539	23065	0	6474	12846	12626	0	220	43.49	54.74	NaN	3.4	5299	786663	18300	2.33	4552	24.87	85783	14576	13284	16.99	17.85	4771	32.73	+	0.36989	0.52592	0.30642	0.46403	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_T_40_02_02	R2M_GFPA_Ph_C_T_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5322	25834	0	27889	23779	0	4110	13174	13004	0	170	47.24	54.69	NaN	4.14	5684	817708	18314	2.24	4371	23.87	94248	15044	14432	15.96	17.11	4907	32.62	+	0.39181	0.54968	0.32105	0.4822	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_T_40_03_01	R2M_GFPA_Ph_C_T_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4754	27661	0	31488	23834	0	7654	13320	12996	0	324	42.3	54.53	NaN	4.23	5251	774293	18637	2.41	4857	26.06	90178	14505	13164	16.08	16.77	4975	34.3	+	0.37466	0.53273	0.31022	0.4745	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_Ctr_T_40_03_02	R2M_GFPA_Ph_C_T_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5224	26232	0	28371	24093	0	4278	13660	13487	0	173	48.15	55.98	NaN	4.04	5635	830524	18439	2.22	4449	24.13	92919	15082	14377	16.23	17.43	4921	32.63	+	0.38447	0.54553	0.31487	0.47147	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_A_40_01_01	R2M_GFPA_Ph_F_A_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		9650	14367	0	15584	13150	0	2434	2910	2886	0	24	18.67	21.95	NaN	0.99	1569	690008	11620	1.68	1841	15.84	50618	9591	9318	18.95	27.2	2425	25.28	+	0.28077	0.40221	0.21943	0.34082	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_A_40_01_02	R2M_GFPA_Ph_F_A_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		13485	3495	0	3994	2996	0	998	394	388	0	6	9.86	12.95	NaN	0.6	252	647438	2621	0.4	444	16.94	29481	2222	2098	7.54	19.45	489	22.01	+	0.3539	0.48748	0.24974	0.35479	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_A_40_02_01	R2M_GFPA_Ph_F_A_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		9266	15439	0	16973	13905	0	3068	2899	2868	0	31	17.08	20.63	NaN	1.01	1454	728241	12370	1.7	1932	15.62	52517	9960	9684	18.97	27.66	2647	26.58	+	0.32135	0.45221	0.26219	0.39271	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_A_40_02_02	R2M_GFPA_Ph_F_A_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		13048	4914	0	5516	4312	0	1204	557	547	0	10	10.1	12.69	NaN	0.83	372	744931	3775	0.51	645	17.09	35572	3224	3076	9.06	21.34	714	22.15	+	0.26596	0.43028	0.18602	0.33342	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_A_40_03_01	R2M_GFPA_Ph_F_A_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		8514	17476	0	19200	15752	0	3448	3304	3271	0	33	17.21	20.77	NaN	0.96	1711	736966	14159	1.92	2207	15.59	57117	11486	11227	20.11	27.49	2975	25.9	+	0.30793	0.45203	0.24248	0.39379	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_A_40_03_02	R2M_GFPA_Ph_F_A_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		13773	2533	0	2938	2128	0	810	233	229	0	4	7.93	10.76	NaN	0.49	169	696147	1884	0.27	312	16.56	28514	1624	1532	5.7	17.54	326	20.07	+	0.33937	0.4355	0.23815	0.33742	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_T_40_01_01	R2M_GFPA_Ph_F_T_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4731	28089	0	31205	24973	0	6232	14639	14372	0	267	46.91	57.55	NaN	4.28	6245	844017	19755	2.34	4497	22.76	103090	16298	15120	15.81	16.69	4775	29.3	+	0.38705	0.55214	0.31902	0.48262	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_T_40_01_02	R2M_GFPA_Ph_F_T_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5173	26556	0	28716	24396	0	4320	14383	14185	0	198	50.09	58.14	NaN	4.58	6584	821103	19301	2.35	4144	21.47	97284	16263	15737	16.72	18.02	4658	28.64	+	0.3862	0.54603	0.30749	0.46111	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_T_40_02_01	R2M_GFPA_Ph_F_T_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4908	27523	0	30334	24712	0	5622	14391	14161	0	230	47.44	57.3	NaN	4.09	5911	836889	19222	2.3	4505	23.44	98299	15856	14905	16.13	17.13	4840	30.52	+	0.38763	0.54465	0.32296	0.48244	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_T_40_02_02	R2M_GFPA_Ph_F_T_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5262	26262	0	27993	24531	0	3462	13983	13834	0	149	49.95	56.39	NaN	4.3	6226	866207	19296	2.23	4184	21.68	103582	16428	15853	15.86	17.64	4732	28.8	+	0.38963	0.54955	0.31606	0.47511	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_T_40_03_01	R2M_GFPA_Ph_F_T_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4837	27843	0	30982	24704	0	6278	14345	14065	0	280	46.3	56.93	NaN	4.46	5632	853550	19080	2.24	4683	24.54	95484	15349	14129	16.07	17	5027	32.75	+	0.39121	0.55198	0.33091	0.49484	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_STY_F10_T_40_03_02	R2M_GFPA_Ph_F_T_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5032	27066	0	29353	24779	0	4574	14479	14300	0	179	49.33	57.71	NaN	3.91	5982	861197	19219	2.23	4443	23.12	96279	15722	15090	16.33	17.63	4994	31.76	+	0.39902	0.56421	0.33293	0.4998	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_01_01	R2M_R11A_P_F_A_40_01	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6803	42011	0	44847	39175	0	5672	19273	18942	0	331	42.98	48.35	NaN	5.84	12461	1059625	34632	3.27	5808	16.77	137788	30330	29842	22.01	25.2	7214	23.79	+	0.37702	0.55709	0.24267	0.3731	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_01_02	R2M_R11A_P_F_A_40_01	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6704	42518	0	45197	39839	0	5358	19141	18868	0	273	42.35	47.36	NaN	5.1	11017	968926	33754	3.48	6418	19.01	120506	29311	28879	24.32	27.77	7864	26.83	+	0.38776	0.56416	0.2513	0.38386	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_01_03	R2M_R11A_P_F_A_40_01	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6812	42102	0	45323	38881	0	6442	15060	14860	0	200	33.23	38.22	NaN	3.1	7854	908180	32873	3.62	6424	19.54	108290	27925	27491	25.79	29.7	7870	28.18	+	0.41509	0.59171	0.26853	0.4074	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_01_04	R2M_R11A_P_F_A_40_01	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		7456	39345	0	42722	35968	0	6754	9639	9508	0	131	22.56	26.43	NaN	1.94	5089	922142	29886	3.24	6291	21.05	101673	24989	24501	24.58	28.76	7507	30.04	+	0.41213	0.57471	0.26262	0.39083	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_R11_A2_inGel_F10_A_40_02_01	R2M_R11A_P_F_A_40_02	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		7253	39953	0	41903	38003	0	3900	16747	16536	0	211	39.97	43.51	NaN	5.41	11083	1048932	32202	3.07	6065	18.83	128292	28722	28400	22.39	25.49	7381	25.7	+	0.3683	0.54773	0.23667	0.36919	
